usage_id;subscription_id;usage_date;feature_name;usage_count;usage_duration_mins;logged_errors_count;is_beta_feature
U-67642d;S-08c8e1;2023-12-20;feature_3;9;34,1;0;
U-4949f4;S-08e560;2024-05-03;feature_37;6;36,3;0;
U-22100f;S-08e560;2023-02-14;feature_28;9;7,5;3;
U-583f35;S-08e560;2023-12-12;feature_13;10;26,5;2;
U-d783e1;S-08e560;2024-08-06;feature_29;7;27,9;0;
U-44bf85;S-08e560;2023-11-15;feature_4;15;68,3;1;
U-36b969;S-08e560;2023-10-06;feature_37;14;111,5;0;
U-67cb5b;S-08f8d3;2023-10-21;feature_27;8;51,2;0;
U-477266;S-08f8d3;2024-08-05;feature_7;8;74,3;0;
U-b4e35c;S-08f8d3;2024-10-25;feature_9;7;53,7;0;
U-c1fa24;S-08f8d3;2024-04-24;feature_31;6;15,1;0;
U-e0fe6d;S-08f8d3;2024-05-13;feature_27;8;26,5;0;
U-489c57;S-08fc73;2023-06-13;feature_5;16;5,3;0;
U-008cef;S-08fc73;2023-06-28;feature_3;16;37,9;0;
U-f75299;S-08fc73;2023-02-08;feature_3;7;38,7;0;
U-3c5efa;S-08fc73;2023-06-25;feature_11;5;32,0;0;Beta
U-8dbf2d;S-08fc73;2024-11-01;feature_20;9;79,2;0;
U-fd1002;S-08fc73;2023-01-07;feature_37;11;27,3;0;
U-e8f72d;S-08fc73;2024-06-20;feature_31;12;13,2;1;
U-881769;S-08fc73;2024-12-02;feature_30;13;121,6;2;
U-b083e4;S-08fc73;2023-05-23;feature_31;11;60,1;0;
U-5b0715;S-08fc73;2023-03-28;feature_32;8;51,7;3;
U-f99bfb;S-08fc73;2024-08-25;feature_28;4;15,0;0;
U-e0f739;S-08fc73;2024-01-30;feature_1;12;1,8;0;
U-281e93;S-09076d;2024-06-27;feature_26;13;10,6;0;Beta
U-74df8c;S-09076d;2024-06-05;feature_2;15;72,0;0;
U-b7b333;S-09076d;2024-06-16;feature_10;13;21,0;0;
U-726caf;S-09076d;2023-05-26;feature_20;7;22,1;0;
U-9adf69;S-09076d;2023-12-20;feature_10;12;111,2;0;
U-122a47;S-09076d;2024-04-01;feature_34;7;21,1;0;
U-57c32c;S-091a8d;2024-10-27;feature_25;12;43,6;0;
U-64f2b3;S-091a8d;2024-09-19;feature_13;4;37,2;0;
U-864d92;S-091a8d;2023-04-25;feature_27;2;19,8;0;
U-ef63a1;S-0921a1;2024-12-26;feature_4;12;70,4;0;
U-179002;S-0921a1;2023-09-06;feature_6;6;23,0;1;Beta
U-fadd5a;S-0921a1;2023-05-13;feature_5;6;51,7;0;
U-82bddc;S-0921a1;2023-05-12;feature_33;8;4,4;0;
U-01f413;S-0921a1;2023-09-18;feature_39;7;61,0;1;
U-2d510f;S-0921a1;2024-04-23;feature_6;7;10,5;0;
U-dc2fb8;S-0921a1;2024-08-06;feature_21;8;33,9;1;
U-5962c9;S-0921a1;2024-03-11;feature_32;7;13,5;0;
U-aff47a;S-09223a;2024-05-07;feature_22;10;1,8;0;
U-48f5c2;S-09223a;2024-12-15;feature_28;6;31,9;0;Beta
U-d257eb;S-09223a;2023-09-29;feature_13;7;49,6;0;
U-d98a57;S-09223a;2024-06-29;feature_15;5;11,3;1;
U-498e35;S-09223a;2023-09-24;feature_18;9;89,9;1;
U-9c3478;S-09223a;2023-02-08;feature_26;6;8,3;2;
U-efd2d3;S-09223a;2023-10-13;feature_2;7;8,4;0;
U-3713d2;S-09251c;2024-02-07;feature_40;11;8,8;0;
U-5259d7;S-09251c;2024-02-11;feature_37;7;9,6;0;
U-dc55e8;S-09251c;2023-08-13;feature_23;10;27,3;0;
U-636ce5;S-09251c;2023-04-18;feature_20;8;50,3;0;
U-9a85e0;S-09251c;2024-03-13;feature_24;8;29,3;0;
U-c2932e;S-09251c;2023-12-18;feature_32;13;96,0;1;Beta
U-adc077;S-09251c;2024-12-04;feature_12;8;39,3;3;
U-580ea3;S-094e82;2023-01-20;feature_21;13;54,6;0;
U-b3d6b1;S-094e82;2023-04-26;feature_11;4;16,3;0;
U-cc3ef9;S-094e82;2023-07-28;feature_25;5;12,8;0;
U-7636e4;S-094e82;2023-06-17;feature_28;13;46,4;0;
U-754f24;S-094e82;2023-11-19;feature_25;17;60,1;0;
U-79df91;S-095083;2023-03-09;feature_26;6;38,7;0;
U-ac0862;S-095083;2024-07-27;feature_32;14;72,1;0;
U-00a4a1;S-096065;2023-02-15;feature_23;7;13,8;0;
U-80776a;S-096065;2023-11-03;feature_36;8;1,2;0;
U-103d96;S-096065;2024-01-06;feature_25;12;112,8;0;
U-f4eb1b;S-096835;2023-06-03;feature_15;9;81,0;0;
U-ba7149;S-096835;2024-05-31;feature_17;7;52,6;2;
U-931c71;S-096835;2024-12-11;feature_33;7;10,6;0;Beta
U-0f80ef;S-096835;2024-11-01;feature_15;8;2,3;0;
U-3e86a3;S-09761d;2023-12-28;feature_34;5;20,3;1;Beta
U-4670fe;S-09761d;2023-02-13;feature_39;6;33,4;0;
U-17cd7f;S-09761d;2024-02-13;feature_23;9;13,8;0;
U-942700;S-09950d;2024-05-18;feature_9;7;3,6;0;
U-3f09c0;S-09950d;2024-05-26;feature_25;12;34,8;0;
U-097457;S-09950d;2024-02-09;feature_16;9;49,8;3;
U-5b7303;S-09950d;2024-01-27;feature_39;7;5,6;1;
U-16c885;S-09950d;2023-03-08;feature_14;13;57,4;0;
U-e1f6da;S-09950d;2023-08-16;feature_20;9;62,9;0;
U-854f10;S-09950d;2024-01-25;feature_5;8;46,5;0;
U-31117b;S-099dbc;2023-08-18;feature_14;6;34,1;0;
U-2602c0;S-099dbc;2023-12-19;feature_29;10;4,7;1;
U-10f024;S-099dbc;2024-04-23;feature_31;5;45,7;0;
U-2145f7;S-099dbc;2023-08-28;feature_28;14;54,6;0;
U-c4e2ab;S-099dbc;2024-10-19;feature_14;8;6,3;0;
U-006d75;S-099dbc;2023-09-09;feature_24;3;15,7;1;
U-0623b9;S-099dbc;2023-11-14;feature_22;9;82,8;0;Beta
U-d9a1f1;S-09ada1;2023-12-28;feature_37;10;70,2;0;
U-b4e76e;S-09ada1;2024-06-06;feature_35;7;59,0;0;
U-0a7318;S-09ada1;2024-03-15;feature_38;8;26,5;0;
U-e5112d;S-09ada1;2023-04-20;feature_23;10;41,3;0;
U-288cc8;S-09ada1;2023-01-05;feature_12;10;2,8;0;
U-20b3da;S-09c11e;2024-08-14;feature_19;9;26,7;0;
U-43f4d0;S-09c11e;2023-01-22;feature_1;10;20,0;0;
U-aa7e0b;S-09c11e;2024-05-07;feature_19;5;14,8;2;
U-462f24;S-09c11e;2024-10-01;feature_37;9;72,6;2;
U-0c27b0;S-09c11e;2024-06-29;feature_24;9;77,6;0;
U-5846b2;S-09c11e;2024-12-30;feature_9;10;33,0;0;
U-3b6cd4;S-09c11e;2024-09-24;feature_36;15;62,3;0;
U-5455aa;S-09c1df;2023-08-04;feature_17;6;18,7;0;
U-9ac528;S-09c1df;2023-08-21;feature_18;5;3,7;4;
U-cb21b2;S-09c1df;2024-05-11;feature_31;5;5,0;0;
U-849812;S-09c1df;2023-08-13;feature_35;8;28,4;0;
U-4f7c7f;S-09c1df;2024-08-09;feature_21;13;102,7;0;
U-d0c8bd;S-09c1df;2024-06-25;feature_30;11;8,8;0;
U-be5bf2;S-09c1df;2024-05-06;feature_35;12;22,0;0;Beta
U-b52628;S-09c1df;2024-02-18;feature_2;10;18,5;0;
U-6ee68d;S-09cb75;2023-01-11;feature_19;9;89,6;0;
U-aee7b5;S-09cb75;2024-06-04;feature_5;10;12,2;0;
U-f9b2c2;S-09cb75;2024-08-30;feature_29;19;32,6;0;
U-479d6a;S-09cb75;2023-04-17;feature_30;11;7,9;0;
U-da3f84;S-09cb75;2023-08-07;feature_18;12;53,8;2;
U-8fe78c;S-09cb75;2023-10-21;feature_14;6;44,2;0;
U-771887;S-09cb75;2024-04-30;feature_13;9;68,6;0;
U-3a5200;S-09cdac;2023-02-13;feature_13;12;30,2;0;
U-092762;S-09cdac;2023-07-30;feature_21;9;64,2;5;Beta
U-35c6e2;S-09cdac;2023-10-27;feature_16;10;76,7;0;
U-3dcf76;S-09cdac;2023-10-13;feature_14;14;40,1;1;
U-5f59b7;S-09cdac;2024-01-14;feature_33;4;15,2;0;
U-605a8a;S-09cdac;2024-01-02;feature_3;10;6,0;1;
U-f0c808;S-09cdac;2024-07-13;feature_32;8;33,6;1;
U-151be9;S-09cdac;2023-04-25;feature_20;10;12,7;0;
U-ed26aa;S-09cdac;2023-09-21;feature_3;12;77,0;2;
U-72fe2d;S-09cdac;2023-07-15;feature_21;12;62,8;5;
U-c07f3c;S-09d706;2023-08-05;feature_25;14;69,8;0;Beta
U-e146d0;S-09d706;2023-01-19;feature_17;5;1,1;0;Beta
U-8144f4;S-09d706;2024-01-18;feature_40;11;96,4;0;
U-959802;S-0a01c5;2023-09-21;feature_1;6;32,6;0;
U-cbce72;S-0a01c5;2024-10-07;feature_17;7;15,5;3;
U-e8d96c;S-0a01c5;2024-06-02;feature_30;10;20,0;2;
U-8ca8af;S-0a01c5;2023-03-07;feature_3;12;65,0;0;
U-2d4511;S-0a15fa;2024-11-12;feature_37;10;62,5;0;
U-d4fbac;S-0a15fa;2023-09-12;feature_38;3;4,8;0;
U-50165a;S-0a15fa;2023-03-01;feature_23;10;24,5;0;Beta
U-98ea60;S-0a15fa;2024-10-18;feature_14;9;17,1;0;
U-e9e011;S-0a15fa;2024-01-18;feature_39;9;52,1;0;
U-db1a76;S-0a19d1;2024-01-06;feature_15;8;9,3;0;
U-fadce3;S-0a19d1;2024-09-01;feature_23;8;50,0;0;
U-a2f364;S-0a19d1;2024-08-29;feature_37;6;23,0;0;
U-d8cd8a;S-0a19d1;2023-11-09;feature_19;10;40,7;2;
U-2bbe32;S-0a2238;2024-10-17;feature_31;10;51,5;3;
U-f5f1c6;S-0a2238;2023-07-13;feature_20;17;134,3;0;
U-842d72;S-0a2238;2023-10-16;feature_9;12;56,0;0;
U-66c2b6;S-0a2238;2024-09-03;feature_21;11;49,7;0;
U-83adc5;S-0a2238;2023-01-10;feature_3;12;13,8;0;
U-64ea08;S-0a2238;2024-06-04;feature_35;16;128,5;4;
U-b247f7;S-0a2238;2024-05-06;feature_32;13;30,8;0;
U-8afd5e;S-0a2238;2023-04-28;feature_24;16;103,2;0;Beta
U-1f2d5b;S-0a28cd;2023-01-19;feature_21;8;31,5;0;
U-78a5ee;S-0a28cd;2024-12-02;feature_9;9;36,3;1;
U-5bd201;S-0a28cd;2024-01-02;feature_3;9;4,1;0;
U-f49df1;S-0a28cd;2024-10-16;feature_9;8;41,6;1;Beta
U-fc5f2f;S-0a28cd;2024-09-05;feature_14;7;53,9;0;
U-6b0544;S-0a3e58;2024-10-17;feature_38;7;1,4;1;
U-7f2133;S-0a3e58;2024-02-15;feature_24;16;75,5;1;Beta
U-9c1c9f;S-0a59be;2023-12-11;feature_37;8;66,0;2;
U-a4e27d;S-0a59be;2024-08-15;feature_19;12;39,8;1;
U-bf6fab;S-0a59be;2023-01-28;feature_26;14;35,7;1;
U-55a6e6;S-0a59be;2023-12-04;feature_14;8;16,1;0;
U-cf7211;S-0a59be;2023-06-17;feature_7;7;66,2;0;
U-84ffc5;S-0a5cd7;2024-05-22;feature_24;13;61,5;0;Beta
U-d191f3;S-0a5cd7;2023-10-04;feature_1;10;52,3;0;
U-44c5ce;S-0a6b6b;2023-01-17;feature_36;11;23,5;1;
U-aa0fce;S-0a6b6b;2023-11-28;feature_25;11;102,3;0;Beta
U-ae3026;S-0a6b6b;2023-01-24;feature_26;6;54,0;0;
U-f5d6fa;S-0a6b6b;2023-02-27;feature_10;7;63,4;0;
U-942643;S-0a6b6b;2024-12-03;feature_26;5;35,8;0;
U-367adb;S-0a70a3;2023-01-04;feature_20;9;82,4;0;
U-140733;S-0a70a3;2023-06-04;feature_21;9;44,4;1;
U-e50e1f;S-0a7396;2024-02-10;feature_14;7;54,6;1;
U-46a917;S-0a7396;2024-02-29;feature_14;6;56,1;0;
U-9eac9d;S-0a7396;2024-07-17;feature_39;10;78,3;0;
U-bd7346;S-0a7396;2023-10-13;feature_9;9;72,2;0;
U-2ac01a;S-0a765d;2023-01-04;feature_18;9;89,1;3;
U-fe2e2e;S-0a8200;2023-06-02;feature_12;17;2,0;0;
U-1a76c1;S-0a8200;2024-08-24;feature_8;13;82,6;1;
U-ab4ae2;S-0a8200;2024-03-03;feature_20;8;62,3;0;
U-545aec;S-0a8200;2024-11-02;feature_27;14;98,0;0;
U-b81f4d;S-0a8200;2024-08-18;feature_39;3;7,9;0;
U-9daf53;S-0a8200;2023-03-29;feature_39;14;30,8;0;
U-054fd1;S-0a8200;2024-02-06;feature_21;10;56,2;0;
U-835a93;S-0a8200;2023-10-28;feature_29;10;72,2;3;
U-13421d;S-0a83cc;2023-10-25;feature_1;13;119,4;0;
U-7b6090;S-0a83cc;2023-08-27;feature_10;14;126,9;0;
U-73b24a;S-0a83cc;2024-02-08;feature_17;12;37,2;0;
U-938dd7;S-0a83cc;2024-04-04;feature_10;10;2,3;0;
U-48baed;S-0a8acf;2023-07-05;feature_25;7;15,2;1;
U-edca94;S-0a8acf;2024-06-21;feature_27;7;57,1;0;
U-2d9ed3;S-0a8acf;2023-09-10;feature_22;13;34,7;1;
U-ad985f;S-0a8acf;2024-11-15;feature_14;10;90,0;0;
U-ef6a88;S-0a8acf;2023-02-21;feature_8;9;61,8;0;
U-25e098;S-0a8cff;2024-03-06;feature_31;9;45,6;0;
U-2e3930;S-0a8cff;2023-06-05;feature_15;6;8,2;0;
U-7b7e20;S-0a8cff;2024-06-24;feature_35;14;128,8;1;
U-99cd05;S-0a8cff;2024-02-19;feature_40;6;57,2;0;Beta
U-10867d;S-0a9660;2023-12-18;feature_9;7;64,3;0;
U-095701;S-0a9660;2023-05-10;feature_35;9;35,1;0;
U-0eede0;S-0a9660;2024-06-25;feature_29;11;87,5;2;
U-f8b292;S-0a9660;2024-06-30;feature_22;8;51,9;0;
U-cf222a;S-0ab4e8;2023-08-10;feature_20;16;60,0;0;
U-84fd57;S-0ab4e8;2023-07-31;feature_40;8;29,3;0;
U-ab6050;S-0ab4e8;2023-10-04;feature_29;8;41,3;0;
U-f0d88d;S-0ab4e8;2024-03-19;feature_40;12;86,0;1;
U-ec81cc;S-0ab4e8;2024-01-08;feature_24;13;35,8;1;
U-1946f5;S-0ab4e8;2023-04-26;feature_37;9;69,9;0;
U-8104c8;S-0ab4e8;2024-12-21;feature_28;13;36,2;0;
U-abd022;S-0ab9fb;2024-12-30;feature_37;14;99,9;1;
U-ba9df4;S-0ab9fb;2023-01-03;feature_34;11;84,5;1;
U-ddc06e;S-0aba5b;2023-09-13;feature_28;13;27,3;1;
U-4461cc;S-0aba5b;2024-03-31;feature_20;8;37,1;0;Beta
U-660c1f;S-0aba5b;2023-09-13;feature_1;8;74,0;0;
U-2733a0;S-0aba5b;2024-02-29;feature_17;11;14,3;0;
U-341766;S-0aba5b;2024-12-17;feature_37;10;31,2;0;
U-ddf1a7;S-0aba5b;2023-09-14;feature_40;12;56,6;0;
U-71f221;S-0aba5b;2023-05-13;feature_15;6;20,1;0;
U-c24dac;S-0abd10;2024-02-26;feature_8;16;74,9;5;Beta
U-277138;S-0abd10;2023-07-06;feature_29;11;4,8;0;
U-9df0f3;S-0abd10;2024-09-04;feature_40;12;26,8;0;
U-c288d8;S-0abd10;2023-07-18;feature_34;14;31,5;0;
U-2a0e66;S-0abdec;2023-07-18;feature_30;10;39,3;0;
U-2bc5ed;S-0abdec;2023-09-12;feature_24;17;57,5;0;
U-1549e2;S-0abdec;2023-08-18;feature_35;8;13,7;0;
U-13097f;S-0ac09f;2023-06-26;feature_2;10;87,5;0;
U-9ca4e1;S-0ac09f;2024-02-17;feature_15;15;122,3;3;
U-230ed1;S-0ac09f;2024-09-11;feature_11;12;62,0;0;Beta
U-9c75e8;S-0ac09f;2023-10-26;feature_32;10;2,3;0;
U-001909;S-0acba4;2024-07-07;feature_7;10;96,3;2;
U-b5b225;S-0acba4;2023-10-23;feature_37;8;69,7;0;
U-00129e;S-0acba4;2024-10-11;feature_9;13;107,0;0;
U-0afcab;S-0acba4;2024-05-06;feature_20;10;53,8;0;
U-b124dc;S-0ada66;2023-08-27;feature_20;14;132,5;0;Beta
U-ec39e7;S-0ada66;2023-04-06;feature_26;10;44,0;0;
U-14d79b;S-0ada66;2023-12-27;feature_13;11;30,4;3;Beta
U-c429bd;S-0ada66;2024-09-06;feature_28;15;33,5;0;
U-08270b;S-0ada66;2023-03-21;feature_7;10;98,8;0;
U-efed2c;S-0ada66;2024-01-29;feature_1;5;15,5;0;
U-ac3238;S-0ada66;2024-08-27;feature_39;8;49,9;0;
U-8d6250;S-0ada66;2024-05-31;feature_31;10;95,2;0;
U-17bf13;S-0ada66;2024-02-18;feature_27;9;57,2;3;Beta
U-bbd158;S-0ada66;2024-12-11;feature_18;16;26,9;0;
U-a916df;S-0adca9;2023-09-30;feature_25;12;115,6;0;
U-86b432;S-0adca9;2024-11-11;feature_9;16;126,4;0;
U-de6020;S-0adca9;2024-01-27;feature_15;12;41,0;0;
U-bbf8d4;S-0adca9;2024-03-01;feature_39;8;15,7;0;
U-9f6773;S-0adca9;2023-06-15;feature_38;15;73,3;0;
U-820885;S-0adca9;2024-10-20;feature_11;6;32,5;1;
U-057f3e;S-0adca9;2023-06-18;feature_10;11;103,4;0;
U-5af234;S-0ae114;2023-11-24;feature_38;7;68,1;1;
U-1f694c;S-0ae114;2024-07-01;feature_20;9;32,9;1;
U-19a8e0;S-0ae114;2024-06-15;feature_31;9;60,8;0;
U-801ad6;S-0ae114;2023-05-23;feature_18;9;76,1;1;
U-739e4e;S-0ae114;2024-07-05;feature_12;4;6,5;2;
U-7b089d;S-0ae114;2023-09-10;feature_21;7;17,3;0;
U-ebbf73;S-0ae114;2023-07-26;feature_28;6;38,7;0;
U-03d289;S-0ae33f;2024-10-17;feature_18;9;31,1;0;
U-240ce3;S-0ae33f;2024-02-24;feature_9;8;42,0;0;
U-187e06;S-0ae33f;2024-08-21;feature_15;3;25,9;0;
U-552e0a;S-0ae33f;2023-09-16;feature_21;14;81,4;0;
U-d313a2;S-0ae33f;2024-02-23;feature_9;10;13,2;1;
U-50cd20;S-0aed9e;2023-03-04;feature_1;7;53,4;1;
U-3bd254;S-0aed9e;2023-03-30;feature_12;6;54,3;0;
U-cb48d1;S-0aed9e;2023-04-01;feature_38;10;14,8;1;
U-bc1741;S-0aed9e;2024-06-14;feature_11;13;129,8;0;
U-d305f6;S-0aed9e;2024-07-25;feature_11;12;118,4;0;
U-4f0bab;S-0aedf8;2023-05-23;feature_11;13;122,9;2;
U-bb5ecc;S-0aedf8;2024-03-12;feature_1;9;77,6;0;
U-5fa878;S-0aedf8;2023-06-07;feature_23;15;107,0;1;
U-3d3101;S-0b054a;2024-02-02;feature_37;9;39,3;0;
U-6fa701;S-0b054a;2023-04-22;feature_8;9;78,9;1;
U-764dc3;S-0b054a;2023-08-11;feature_39;13;36,8;0;
U-a7240c;S-0b059f;2023-05-18;feature_9;9;37,7;0;
U-267be7;S-0b059f;2024-07-22;feature_12;13;78,4;0;
U-a3d04c;S-0b059f;2023-02-16;feature_2;5;36,4;1;
U-37220b;S-0b059f;2023-08-27;feature_24;11;3,1;0;
U-d2fba2;S-0b059f;2023-07-05;feature_28;14;88,9;0;
U-a17dfc;S-0b059f;2023-02-11;feature_32;11;96,8;4;
U-29a06e;S-0b0ffa;2024-09-03;feature_13;14;121,8;0;
U-09885b;S-0b0ffa;2024-07-15;feature_23;14;11,2;0;
U-81dcc8;S-0b25d7;2024-03-14;feature_30;12;116,8;0;
U-0044e1;S-0b25d7;2023-05-27;feature_17;15;105,5;0;
U-138f96;S-0b25d7;2023-06-12;feature_25;9;41,7;0;
U-c4f95f;S-0b25d7;2024-06-22;feature_22;9;3,5;0;
U-4912d5;S-0b2ac3;2024-08-31;feature_22;3;12,4;2;
U-f6f6a9;S-0b2ac3;2023-08-12;feature_32;12;52,8;2;Beta
U-c343b7;S-0b2ac3;2024-12-18;feature_7;12;7,0;2;
U-7b5b31;S-0b2faf;2023-09-13;feature_4;8;24,3;0;
U-cf8e62;S-0b2faf;2023-03-09;feature_1;10;81,0;0;
U-496fc7;S-0b2faf;2023-11-25;feature_16;12;34,0;0;
U-246da1;S-0b2faf;2024-10-30;feature_7;7;23,7;1;
U-26f408;S-0b3f0c;2024-11-30;feature_17;6;55,7;0;
U-7db76e;S-0b3f0c;2024-08-09;feature_15;14;136,7;1;
U-609ab2;S-0b3f0c;2024-09-08;feature_22;10;14,3;0;
U-b64a37;S-0b3f0c;2024-10-11;feature_3;10;9,0;0;Beta
U-347ba0;S-0b3f0c;2023-03-09;feature_32;16;66,9;0;
U-d71a5c;S-0b46b0;2024-09-06;feature_20;13;1,5;0;
U-dead3c;S-0b46b0;2024-03-20;feature_7;8;19,2;2;
U-c37e17;S-0b46b0;2023-02-20;feature_23;6;10,2;0;
U-a2dcb8;S-0b46b0;2024-02-28;feature_12;16;129,1;0;
U-480ca3;S-0b46b0;2024-09-05;feature_7;10;60,2;0;
U-361a29;S-0b62cc;2024-01-12;feature_13;12;96,6;3;Beta
U-e1fbcd;S-0b62cc;2023-03-18;feature_38;7;5,4;2;Beta
U-b5c8ef;S-0b6899;2023-03-08;feature_1;8;76,7;0;
U-1681c3;S-0b6899;2023-12-21;feature_33;7;45,2;0;
U-95b137;S-0b6899;2023-03-25;feature_22;8;69,1;1;Beta
U-925093;S-0b6899;2023-05-27;feature_18;9;76,5;0;
U-eba45b;S-0b6e58;2023-08-03;feature_35;13;4,1;0;
U-afdb78;S-0b73bd;2023-09-20;feature_14;12;49,0;0;
U-f1a1dd;S-0b73bd;2023-06-28;feature_10;11;43,6;0;
U-32a3b2;S-0b7de7;2024-06-10;feature_13;8;15,7;3;Beta
U-fb271b;S-0b7de7;2023-05-01;feature_37;10;59,2;3;
U-1f3a36;S-0b7de7;2024-08-15;feature_7;8;16,9;0;
U-91a659;S-0b7de7;2023-05-27;feature_37;15;131,3;0;
U-b20972;S-0b7eba;2024-12-19;feature_32;6;51,9;0;
U-0892c4;S-0b7eba;2024-04-09;feature_31;9;11,6;0;
U-baafa8;S-0b7eba;2023-01-21;feature_24;13;71,7;0;
U-d3e6ea;S-0b7eba;2024-12-09;feature_9;13;84,9;0;
U-207a4e;S-0b7eba;2024-10-10;feature_11;10;79,5;0;
U-9771dd;S-0b7eba;2023-01-08;feature_37;13;110,9;0;
U-acebb8;S-0b7eba;2024-02-14;feature_40;10;44,3;1;
U-985a70;S-0b80b4;2023-03-26;feature_12;11;47,3;3;
U-9ce90e;S-0b80b4;2024-05-19;feature_39;9;24,8;1;
U-064e38;S-0b80b4;2024-04-23;feature_19;17;28,3;0;
U-3c329f;S-0b831e;2024-12-14;feature_1;12;90,8;0;Beta
U-75ced5;S-0b831e;2023-02-28;feature_20;6;4,5;0;
U-de200e;S-0b831e;2024-10-20;feature_33;10;17,0;0;Beta
U-83fe4d;S-0b831e;2024-02-21;feature_17;11;38,3;0;
U-58af2d;S-0b8b0c;2023-12-26;feature_30;11;40,9;0;
U-fde243;S-0b8b0c;2024-05-29;feature_28;15;137,8;0;
U-3a2668;S-0b8b0c;2024-01-06;feature_31;13;62,6;0;Beta
U-20fe10;S-0b8b0c;2023-05-31;feature_1;12;4,2;0;
U-e0878c;S-0b8b0c;2024-01-05;feature_32;7;64,3;0;
U-12239d;S-0b8b0c;2024-02-09;feature_22;10;43,7;0;
U-19e9dd;S-0b8b0c;2024-08-05;feature_40;17;19,3;0;
U-9411cb;S-0ba1fe;2024-08-21;feature_6;14;3,5;0;
U-199312;S-0ba1fe;2023-08-28;feature_5;5;21,9;0;
U-c1f7de;S-0ba1fe;2023-03-03;feature_37;10;78,8;1;
U-106c3b;S-0ba1fe;2023-08-12;feature_3;9;57,6;0;
U-085125;S-0ba1fe;2024-08-10;feature_5;10;5,2;0;
U-40b788;S-0ba1fe;2024-06-26;feature_22;7;67,6;0;
U-776441;S-0ba1fe;2023-01-14;feature_16;10;46,3;0;
U-90963b;S-0ba1fe;2024-04-17;feature_22;9;29,4;2;
U-a3dc29;S-0ba1fe;2024-10-24;feature_18;8;42,4;2;
U-68f3c6;S-0ba1fe;2023-05-31;feature_38;8;75,7;0;
U-e9e31f;S-0bb284;2024-12-24;feature_8;13;21,7;0;
U-ba3871;S-0bb284;2024-06-13;feature_25;13;54,6;0;
U-23c5ad;S-0bb284;2024-08-11;feature_37;12;94,8;1;
U-5935f8;S-0bccd9;2023-06-05;feature_37;13;91,0;0;
U-a545c6;S-0bccd9;2023-06-26;feature_35;12;20,0;0;Beta
U-80de2f;S-0bccd9;2023-11-01;feature_11;12;96,0;0;
U-2d7ca7;S-0bccd9;2023-09-26;feature_16;7;41,5;2;
U-29ff76;S-0bccd9;2024-11-05;feature_37;16;44,5;0;
U-09ef36;S-0bccd9;2023-11-18;feature_5;6;15,5;0;
U-62a8b8;S-0bccd9;2023-09-14;feature_38;9;43,8;0;
U-76a5c0;S-0bd442;2023-03-26;feature_22;8;30,4;0;
U-3eeebe;S-0bd442;2023-02-27;feature_23;14;72,1;1;
U-ef2724;S-0bd442;2023-07-02;feature_5;10;44,3;2;
U-96c7ce;S-0bdbb3;2023-01-04;feature_33;9;60,9;0;
U-fc82c9;S-0bdbb3;2024-12-24;feature_11;13;33,6;0;
U-407259;S-0bdbb3;2023-08-18;feature_12;9;18,5;0;
U-9dc17f;S-0bdbb3;2023-06-06;feature_1;11;93,9;0;
U-c658c0;S-0bdbb3;2023-10-08;feature_35;5;28,1;0;
U-1f0018;S-0bdbb3;2023-11-17;feature_28;10;96,5;0;
U-aab172;S-0bdbb3;2024-09-06;feature_6;14;124,1;0;
U-9aa452;S-0bdbb3;2024-10-04;feature_26;9;28,4;0;
U-7cf551;S-0bdf55;2023-04-05;feature_17;8;0,8;0;
U-3d1be9;S-0bdf55;2024-09-29;feature_40;10;77,8;1;
U-5a658e;S-0bdf55;2024-10-20;feature_5;11;29,5;0;
U-34cc10;S-0bdf55;2023-07-09;feature_30;9;17,6;1;
U-cf205d;S-0bdf55;2024-06-24;feature_35;9;43,4;0;
U-1f8ebc;S-0bdf55;2023-06-20;feature_40;7;63,0;0;
U-82099f;S-0bf451;2023-07-22;feature_5;11;91,1;0;
U-a5e73f;S-0bf451;2024-07-16;feature_38;11;86,4;1;
U-d723a4;S-0bf451;2024-07-08;feature_38;11;18,9;0;
U-54e781;S-0bf451;2024-12-20;feature_16;12;8,2;0;
U-f9c9a2;S-0bf451;2024-01-17;feature_32;4;18,7;0;
U-e18c8e;S-0bf451;2023-11-14;feature_21;8;32,4;0;
U-ade10a;S-0bf451;2024-05-25;feature_12;14;139,8;0;
U-3f0264;S-0bf451;2024-09-23;feature_39;7;16,1;0;
U-22e96e;S-0bf451;2024-09-24;feature_27;7;66,3;2;
U-cc1235;S-0c03b0;2024-06-06;feature_8;12;35,0;0;
U-cda985;S-0c03b0;2024-02-19;feature_1;11;5,5;1;
U-0146a8;S-0c03b0;2023-04-25;feature_1;4;29,4;0;
U-144ed9;S-0c03b0;2024-09-02;feature_20;10;70,3;0;
U-b548e4;S-0c03b0;2024-07-26;feature_11;11;75,0;0;
U-8677d8;S-0c0691;2023-11-20;feature_2;10;1,2;0;
U-6685bb;S-0c0691;2023-09-19;feature_2;9;66,3;1;
U-ca5d9c;S-0c0691;2024-12-03;feature_7;9;78,9;0;
U-e84277;S-0c0691;2023-08-31;feature_2;12;105,8;0;
U-a7198a;S-0c0691;2023-07-27;feature_21;7;69,9;0;
U-c73dc3;S-0c0691;2023-06-23;feature_18;10;43,0;0;
